date,season,home_team,away_team,home_pts,away_pts
2026-05-26 20:00:00,2025,Memphis Grizzlies,Orlando Magic,124,111
2026-05-26 20:00:00,2025,Minnesota Timberwolves,Toronto Raptors,112,101
2026-05-26 20:00:00,2025,Chicago Bulls,Oklahoma City Thunder,95,114
2026-05-26 20:30:00,2025,San Antonio Spurs,Houston Rockets,109,106
2026-05-26 22:00:00,2025,Phoenix Suns,Dallas Mavericks,114,102
2026-05-26 22:30:00,2025,Los Angeles Lakers,Sacramento Kings,131,127
2026-05-26 15:30:00,2025,Indiana Pacers,Philadelphia 76ers,114,118
2026-05-26 18:00:00,2025,Portland Trail Blazers,New Orleans Pelicans,125,103
2026-05-26 18:00:00,2025,Brooklyn Nets,Milwaukee Bucks,115,102
2026-05-26 19:00:00,2025,Oklahoma City Thunder,Atlanta Hawks,128,104
2026-05-26 20:30:00,2025,Golden State Warriors,Los Angeles Clippers,104,112
2026-05-26 19:00:00,2025,Orlando Magic,Indiana Pacers,119,115
2026-05-26 19:30:00,2025,Atlanta Hawks,Washington Wizards,119,121
2026-05-26 19:30:00,2025,Boston Celtics,Milwaukee Bucks,119,108
2026-05-26 19:30:00,2025,Toronto Raptors,Denver Nuggets,125,127
2026-05-26 19:30:00,2025,Miami Heat,Detroit Pistons,106,98
2026-05-26 19:30:00,2025,New York Knicks,Cleveland Cavaliers,104,110
2026-05-26 20:00:00,2025,San Antonio Spurs,Houston Rockets,101,106
2026-05-26 20:00:00,2025,Memphis Grizzlies,Chicago Bulls,123,126
2026-05-26 20:30:00,2025,Dallas Mavericks,Utah Jazz,110,102
2026-05-26 22:00:00,2025,Sacramento Kings,Portland Trail Blazers,111,98
2026-05-26 22:00:00,2025,Phoenix Suns,Los Angeles Lakers,109,105
2026-05-26 19:30:00,2025,Brooklyn Nets,Denver Nuggets,139,144
2026-05-26 19:30:00,2025,Minnesota Timberwolves,Dallas Mavericks,114,120
2026-05-26 21:00:00,2025,Utah Jazz,Sacramento Kings,96,113
2026-05-26 22:00:00,2025,Golden State Warriors,New Orleans Pelicans,124,106
2026-05-26 19:00:00,2025,Philadelphia 76ers,Detroit Pistons,95,105
2026-05-26 19:00:00,2025,Washington Wizards,Atlanta Hawks,133,120
2026-05-26 19:00:00,2025,Indiana Pacers,Boston Celtics,135,132
2026-05-26 19:00:00,2025,Cleveland Cavaliers,Los Angeles Lakers,134,110
2026-05-26 19:00:00,2025,Charlotte Hornets,Toronto Raptors,138,133
2026-05-26 19:30:00,2025,Miami Heat,New York Knicks,107,116
2026-05-26 20:00:00,2025,Chicago Bulls,Orlando Magic,102,99
2026-05-26 20:00:00,2025,Memphis Grizzlies,Brooklyn Nets,106,119
2026-05-26 21:30:00,2025,Oklahoma City Thunder,San Antonio Spurs,105,93
2026-05-26 22:00:00,2025,Golden State Warriors,New Orleans Pelicans,104,89
2026-05-26 22:30:00,2025,Los Angeles Clippers,Portland Trail Blazers,105,106
2026-05-26 20:00:00,2025,Memphis Grizzlies,Milwaukee Bucks,122,99
2026-05-26 20:30:00,2025,Dallas Mavericks,Houston Rockets,102,108
2026-05-26 21:00:00,2025,Utah Jazz,San Antonio Spurs,88,106
2026-05-26 22:30:00,2025,Los Angeles Clippers,Phoenix Suns,119,125
